,turker,additionalThoughts,considr_othrExp,disappoint_othr,fairness,be_friend,generalExpermnt,generalStrategy,generalWilson,greedy,inv10x2exp,inv10x2ret,inv10x4exp,inv10x4ret,inv10x6exp,inv10x6ret,inv1x2exp,inv1x2ret,inv1x4exp,inv1x4ret,inv1x6exp,inv1x6ret,inv5x2exp,inv5x2ret,inv5x4exp,inv5x4ret,inv5x6exp,inv5x6ret,know_p2,liking,like_mostOthrs,self_dependable,self_disappoint_othr,self_fairness,self_greedy,self_trustwrthy,similarity,trust,turk_gender,turk_race,turker_age,wouldInvestInputId,p2,p3,p2_strat,mean_error
140,A2CXU2JSJHL556:3V0Z7YWSIZUJ2NGLAWU5NX1NK8JV2Q,Interesting game ...,88.0,74.0,14.0,3.0,I couldn't predict Wilson's behavior.  He didn't return the money that I thought he should have.,It was hard to figure out.  It seemed like he didn't give back as much to those that didn't invest most or all of their money.,Greedy,95.0,20.0,20.0,20.0,20.0,20.0,20,2.0,2.0,2.0,2.0,2.0,2.0,10.0,10,10.0,10.0,10.0,10,36.0,24.0,27.0,73.0,,74.0,,74.0,33.0,11.0,female,White,49.0,0.0,75.0,167.0,GA,15.921922862712337
141,A2D0QT8HAGV27Z:3NQL1CS15S29389S3H10W12SZXQYV6,It was a fun study.,28.0,78.0,13.0,18.0,I was pretty engaged. It was a fun time trying to predict his numbers and I was glad whenever I got a prediction correct.,I guessed on many of them but after a while I realized he was pretty greedy and always guessed lower.,He's pretty greedy.,76.0,40.0,20.0,40.0,10.0,40.0,10,4.0,2.0,4.0,2.0,4.0,0.0,20.0,10,20.0,11.0,20.0,8,42.0,23.0,57.0,59.0,,61.0,,62.0,33.0,8.0,male,White,25.0,0.0,65.0,168.0,MO,11.574712243571893
142,A2D4RUOUUAE91I:3DZQRBDBSM9SVDV0K135VKM8QZ83SK,None.,34.0,83.0,15.0,7.0,Nothing.,Average percentage given.,He's a jerk.,76.0,40.0,20.0,40.0,20.0,40.0,20,4.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,62.0,5.0,57.0,89.0,,95.0,,60.0,22.0,1.0,male,White,38.0,0.0,4.0,169.0,IA,11.388946904297782
143,A2DVV59R1CQU6T:3D3VGR7TA19GUYVN5C305AHC4QC3R5,Thank you!,44.0,38.0,10.0,6.0,"I was pretty engaged. His behavior varied, but depending on the circumstances it was very predictable. I did not expect Wilson to be so greedy.","He usually gave about 2/3rds of what he actually received from the bag unless the total was ten or below. So, I based my guesses on that.",He is greedy and manipulative.,91.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,67.0,4.0,92.0,91.0,,92.0,,90.0,27.0,5.0,male,White,28.0,0.0,34.0,170.0,IA,10.997284878863827
144,A2E3TO92MCQ9XU:323Q6SJS8JAYLGXDT2S8SF43J49FHC,no,5.0,100.0,1.0,50.0,"I was semi-engaged. It was too easy to just guess 0 and be right most of the time. The instances where the value went high enough that Wilson might actually return money were few and far between, and I couldn't establish a pattern.","I considered that Wilson almost never gave money back unless it reached to $40 or so, and went with that.","Selfish, but somehow charismatic enough that people keep on giving him money despite him taking it all.",100.0,10.0,0.0,20.0,0.0,30.0,0,1.0,0.0,2.0,0.0,3.0,0.0,5.0,0,10.0,0.0,15.0,0,59.0,50.0,12.0,100.0,,49.0,,50.0,100.0,1.0,male,White,35.0,0.0,52.0,172.0,GR,6.391209505244593
145,A2E5PZUD6W4OA1:32N49TQG3HC87QBPNBNKTFKLULNAV0,no,43.0,35.0,74.0,54.0,"I felt engaged to the task, it was somewhat easy. I like the task, I wonder if the wilson was affected by the gender. ",I considered the amount provided as well as the output vs. input,He is a logical person,7.0,20.0,20.0,20.0,20.0,20.0,20,2.0,2.0,4.0,4.0,6.0,6.0,10.0,10,20.0,20.0,15.0,15,30.0,64.0,83.0,64.0,,60.0,,31.0,69.0,52.0,male,asian_asn_amer,27.0,10.0,56.0,173.0,GA,14.599461617005478
146,A2EFO6X8SCDLFL:3NXNZ5RS1BRSRH0OD764R6TY4I679U,,21.0,75.0,18.0,19.0,"yes, it was bit difficult",Tried to remember Wilson's decisions,greedy,72.0,10.0,12.0,20.0,25.0,30.0,35,4.0,4.0,3.0,2.0,3.0,4.0,5.0,6,10.0,12.0,15.0,18,15.0,9.0,28.0,64.0,,72.0,,71.0,28.0,15.0,female,White,33.0,4.0,6.0,174.0,IA,12.360066833751045
147,A2EJ7U3TZAKROG:3NGI5ARFTUZZ8I1T5GLSCM205IG1PD,,1.0,100.0,1.0,1.0,"I was fully engaged. It was relatively easy to predict Wilson's behavior. The illustrations were nice, though it got tedious towards the end. I noticed a dollar amount next to the giver's face that didn't seem to correspond to anything.","After the first one, I just guessed low and assume anything under $2 would return $0. Wilson was clearly very cheap.",He's a greedy person.,100.0,40.0,20.0,40.0,4.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,50.0,1.0,50.0,78.0,,84.0,,71.0,6.0,1.0,male,White,42.0,0.0,41.0,175.0,MO,11.890896222036574
148,A2EKR2ZFO10VMV:3VD82FOHKRI1ALZQ6DXX4IG1YDVCOM,"Nope, good luck. ",1.0,100.0,1.0,1.0,It was pretty easy since he was just really greedy. I liked that it was so easy. The illustration was a little odd.,"I just paid attention to what he did. I assumed after the first response that he would keep everything, but I found that when the return was around 40, he started to give a little back.","He's an asshole and kind of stupid, and soon no one is going to trust him.",100.0,40.0,15.0,40.0,30.0,40.0,30,4.0,1.0,4.0,3.0,4.0,3.0,20.0,8,20.0,15.0,20.0,15,6.0,1.0,11.0,85.0,,73.0,,62.0,26.0,1.0,female,White,27.0,0.0,52.0,176.0,GR,2.1660633064141837
149,A2EOOF9D135HQ1:3URFVVM166C9VJUXUDTEEM9BQEOUZU,None,15.0,100.0,1.0,1.0,"I was fully engaged in the task, I found it to be interesting. I found it rather difficult to predict Wilson's exact behavior. I enjoyed trying to predict Wilson's behavior the most. I did not find anything odd","I never found a perfect plan of analysis, there seemed to be more factors than what I considered. It depended on how much they gave and how much it was multiplied. But I seem to have missed something but I was able to get close on most trials.","If Wilson was a real person, I would think he was a dirt bag for scamming the people who trusted him.",100.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,11.0,1.0,10.0,97.0,,96.0,,88.0,34.0,1.0,male,White,42.0,0.0,41.0,177.0,MO,12.106771558525946
150,A2ETY1O927Z1IF:3CFVK00FWMF4OJNSJU42Q1KX9206LQ,,60.0,21.0,60.0,62.0,I was fully engaged I was trying my best to predict Wilson's behavior,The amount received and how much the money multiplied ,It was good ,27.0,40.0,9.0,40.0,20.0,40.0,22,4.0,1.0,4.0,2.0,4.0,2.0,20.0,4,20.0,9.0,20.0,15,64.0,71.0,50.0,74.0,,85.0,,69.0,66.0,68.0,male,asian_asn_amer,29.0,4.0,100.0,178.0,GA,12.05490578297596
151,A2F9V69F6TZIAB:320DUZ38G8G0QMOYSM1BMDKUYEMJG0,no,10.0,98.0,11.0,1.0,It was kind of hard because there was no real pattern. I was very engaged in the task and found nothing odd. I would have liked if there was more of a pattern to Wilson's behavior. ,"I considered how much Wilson got back. The more he got, the more he seemed to return",Wilson is a bit greedy,92.0,15.0,0.0,20.0,0.0,20.0,0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0,10.0,0.0,15.0,0,9.0,12.0,86.0,100.0,,100.0,,96.0,66.0,13.0,female,Black,32.0,0.0,34.0,180.0,IA,8.494906247099228
152,A2FARB7LA24AU8:38F71OA9GUQKDUYOKZ8LKKCZ1SKMF9,I'm not sure if the task was broken this time because he returned zero for almost every(possibly every) round.,17.0,100.0,1.0,22.0,"It was not hard, I was thinking the task might have been broken since he returning nothing each time, but not sure.","He was mostly returning nothing, so I went with that.",He is very greedy and people should not trust him.,100.0,20.0,10.0,40.0,20.0,60.0,30,2.0,1.0,4.0,2.0,6.0,3.0,10.0,5,20.0,10.0,30.0,15,50.0,1.0,36.0,100.0,,89.0,,78.0,50.0,1.0,female,White,34.0,0.0,91.0,181.0,GR,2.017543859649123
153,A2FBP73AQACKZ2:37U1UTWH9WG2VV1THTYWWRPNLPER8M,no,69.0,29.0,47.0,70.0,Pretty engaged. It was hard sometimes. I disliked how many trials there were,I have a secret code for figuring these things out,Good dude to let people use his magic sac,53.0,15.0,15.0,20.0,20.0,20.0,20,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6,10.0,10.0,15.0,15,66.0,82.0,73.0,77.0,,100.0,,76.0,66.0,70.0,male,White,35.0,10.0,100.0,182.0,GA,19.992225935208392
154,A2FE0I7W269C1C:3RUIQRXJBCIM74QZ6YA4FK2UYRZLLA,"I enjoyed this hit, thanks.",83.0,38.0,83.0,98.0,It was kind of hard to predict what wilson would do.  I found the task fun.,How much the person put in the bag.,Good person,29.0,20.0,5.0,40.0,13.0,60.0,25,4.0,0.0,4.0,0.0,6.0,0.0,10.0,5,20.0,5.0,30.0,15,91.0,88.0,85.0,96.0,,88.0,,93.0,76.0,76.0,female,White,37.0,4.0,4.0,183.0,IA,11.012542931402582
155,A2FFNO6G4FEE2N:33FOTY3KENFGETSP0BZMSM3T6V51CV,,19.0,100.0,11.0,1.0,It was fairly easy to know that Wilson had no intention of actually giving more than what was expected and sometimes nothing at all.,I looked at how much money the investor had. Wilson never allows this person to have more than him.,Terrible human being. Deplorable.,100.0,40.0,20.0,40.0,20.0,40.0,40,4.0,1.0,4.0,2.0,4.0,4.0,20.0,5,20.0,10.0,20.0,20,94.0,20.0,74.0,100.0,,95.0,,89.0,11.0,1.0,male,Black,30.0,0.0,54.0,184.0,MO,9.94738002413441
156,A2FGDZX6Q0AFVM:3IXQG4FA2USFTT3EQOIKW8FUM7SB9C,Nope.,25.0,32.0,22.0,100.0,"It was fairly difficult to predict his behavior. I mean, his behavior was consistent, but I wasn't as engaged as I could have been.",I considered the resultant amount the most because that seemed to determine how much Wilson would return.,He isn't always fair.,60.0,16.0,15.0,35.0,30.0,50.0,40,2.0,2.0,4.0,4.0,5.0,6.0,7.0,10,16.0,15.0,20.0,20,27.0,63.0,98.0,73.0,,37.0,,46.0,29.0,70.0,male,White,21.0,10.0,93.0,185.0,GA,14.683119836628608
157,A2FL477TMKC91L:3MD9PLUKKJ8W0TAOXCHS0RHHHASZNN,,8.0,100.0,50.0,1.0,Very engaged,How much money he made,Selfish little shit,4.0,20.0,15.0,20.0,20.0,20.0,30,2.0,1.0,2.0,2.0,2.0,2.0,10.0,7,10.0,10.0,10.0,15,87.0,5.0,30.0,78.0,,81.0,,88.0,3.0,1.0,female,White,45.0,0.0,62.0,186.0,GR,6.576278659611993
158,A2FNQQTVE32XD9:3R0T90IZ1T6DI8ISIUKPZ97Z8UIGCO,you don't need all the continues. 56 scenarios is long enough without having to click through a continue each and every time.,1.0,100.0,1.0,1.0,very and i never figured out the math behind it,it was not easy.. i figured every x2 would result in 0 returned but in some cases that was not right.,greedy,100.0,40.0,40.0,40.0,40.0,40.0,40,4.0,,4.0,4.0,4.0,4.0,20.0,20,20.0,20.0,20.0,20,1.0,1.0,1.0,92.0,,100.0,,88.0,1.0,1.0,male,White,43.0,0.0,34.0,187.0,IA,21.474519632414363
159,A2G4G3QXFP4WSZ:3NOKK93PR22UVS6F8Q0WPUMQGUHEE7,,68.0,26.0,79.0,65.0,,,,62.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,82.0,28.0,61.0,87.0,,74.0,,30.0,80.0,26.0,male,White,35.0,7.0,6.0,188.0,IA,29.74519632414369
160,A2GA29WTMFW2W:3UXUOQ9OKFR6W0AT5DK4N14I8L07AP,Not at all. Thanks. ,23.0,100.0,1.0,1.0,I find the task is restively easy. I was very engaged. ,"At first I thought Wilson is going to lie to everyone for the first time. I wait and see if the game will recycle the same people that gave money. But soon after like 10 rounds, I believe the people are random, and I start to see Wilson rarely gives back. So by expecting him not giving in every round, I will come out to be correct much more than wrong.",Wilson is typical in the everyday world when it comes to money. However Wilson is particular greedy because he kept majority of the money rather than just steal a little as a extra treat. ,100.0,30.0,3.0,30.0,3.0,30.0,3,3.0,3.0,3.0,3.0,3.0,3.0,15.0,3,15.0,3.0,15.0,3,50.0,1.0,91.0,100.0,,100.0,,100.0,100.0,1.0,male,asian_asn_amer,38.0,0.0,52.0,189.0,GR,7.590039914601318
161,A2GB0RI43KU4Z:3U4J9857OF5BFAFLBRK0ICOOR5B7BF,"Well, you say at the beginning geolocation must be enabled -- I never got a prompt to allow such a thing like I usually see on sites that want to use my location, if that's the same thing. ",20.0,92.0,32.0,4.0,"Quite engaged, and rather difficult. Did not expect him to be such a miser, but then the two or three times he gave back a lot, I had no clue why he behaved that way those particular times.",Eventually I settled on going with ~10% of what he got. A couple of outliers have me completely puzzled even now.,Not positive. Selfish with his magic bag's production of free money.,85.0,40.0,10.0,40.0,20.0,40.0,40,4.0,1.0,4.0,2.0,4.0,4.0,20.0,5,20.0,10.0,20.0,20,2.0,13.0,12.0,91.0,,91.0,,91.0,3.0,1.0,male,White,42.0,0.0,72.0,190.0,GR,11.657268170426065
162,A2H85UOGW31OWJ:3BV8HQ2ZZXVNS0WOM3FCHN4MFEL6A4,no,61.0,70.0,23.0,10.0,"very engaged, it was enjoyable",how much was wagered seemed to influence his return,greedy,74.0,40.0,10.0,40.0,20.0,40.0,20,4.0,2.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,54.0,17.0,50.0,78.0,,80.0,,74.0,15.0,14.0,female,White,36.0,7.0,65.0,191.0,MO,12.506033602524832
163,A2HA52MJN7CTLM:31EUONYN2WXX9U5QXUS2UA4QKN4OVX,Thank you,1.0,1.0,1.0,1.0,It was fun and easy,I based it off of the first few choices,He is greedy,100.0,40.0,10.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,1.0,1.0,1.0,89.0,,93.0,,80.0,1.0,1.0,female,White,37.0,0.0,83.0,192.0,GR,1.3157894736842106
164,A2HBE8H29IH1K0:39K0FND3AI9PH3HG9JMT6J1847AMAP,This is very good experiment and very well task,97.0,66.0,94.0,72.0,This is very good study and very well task.I like this task,I use the divide to same level,He was very good and honest,72.0,80.0,20.0,160.0,40.0,240.0,60,8.0,2.0,16.0,4.0,24.0,6.0,40.0,10,80.0,20.0,120.0,30,78.0,92.0,88.0,82.0,,92.0,,95.0,80.0,90.0,female,White,27.0,5.0,41.0,193.0,MO,17.007739255546273
165,A2HHKBW8HQWI66:3YOH7BII0A1EJ3KBZ209NTNH18VVK2,no,1.0,100.0,1.0,50.0,I was very engaged.  It was hard for me to predict Wilson's behavior.  I liked the task as it was simple but it was a lot of trials.  Nothing was odd.,"Mostly guessed, based on past predictions/answers","Not fair, tended to take advantage of people",85.0,40.0,10.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,1.0,50.0,1.0,88.0,,93.0,,73.0,18.0,1.0,male,White,46.0,0.0,75.0,194.0,GA,15.976689408706953
166,A2ID4B3JMUWAP7:3MYYFCXHJ41AN45DPFE7GBVBG0C4GC,,72.0,69.0,56.0,60.0,,,,58.0,,,,,,,,,,,,,,,,,,,36.0,56.0,32.0,34.0,,45.0,,42.0,44.0,67.0,male,White,27.0,1.0,32.0,195.0,MO,21.709540053838296
167,A2INXY39KBM92F:3YZ8UPK3VUGWNQJN2Z963O8QH2PCUC,,3.0,90.0,52.0,22.0,It was a very fun task that kept my attention. The drawings helped the experience.,I noticed that he rarely gives back enough so the other person's total ends up higher than his own.,He seems a bit greedy.,83.0,40.0,40.0,40.0,40.0,40.0,40,4.0,4.0,4.0,4.0,4.0,4.0,20.0,20,20.0,20.0,20.0,20,1.0,32.0,100.0,100.0,,75.0,,90.0,12.0,1.0,male,White,30.0,10.0,97.0,197.0,IA,10.41411398867539
168,A2J5N770I859WE:34X6J5FLPUSR3BICVI6NGROW5E6JQX,,34.0,90.0,5.0,7.0,,what he did in the past,greedy,87.0,20.0,10.0,20.0,20.0,20.0,20,2.0,2.0,2.0,2.0,2.0,3.0,10.0,5,10.0,10.0,10.0,15,73.0,10.0,67.0,91.0,,83.0,,83.0,20.0,4.0,female,White,33.0,0.0,100.0,198.0,GA,23.347605123920914
169,A2KAZBONNVNV5O:3LOTDFNYA8TGI6S2O1E8TIEQZP1WF3,"Nothing off of the top of my head. It was a fun experiment, though! :)",70.0,43.0,47.0,32.0,"It was an interesting task, although, it was difficult to pick up on all of the details of Wilson's behavior. The only thing that I really noticed was that if the multiplied money was less than $10, he would return nothing or $1. I'm not sure how much randomness played into how much he'd return.","He seemed to return about 1/4 to 1/2 of the money, so I tried to stick around that amount. I'm sure that there was more to it that I didn't pick up on.","He seems not quite likable. I understand wanting to take a cut of the money for multiplying it, but he could at the very least return the amount that they gave. He'd still have more than he started with.",72.0,40.0,15.0,40.0,20.0,30.0,15,4.0,1.0,4.0,2.0,4.0,3.0,20.0,8,20.0,10.0,20.0,10,60.0,40.0,64.0,58.0,,85.0,,90.0,42.0,34.0,female,White,28.0,5.0,41.0,200.0,MO,10.018042792165598
170,A2KL8WC0ZZKJSY:3MTMREQS4WCLMFBUDLSGFH3Z3LYWAP,very nice,77.0,76.0,95.0,97.0,This task is very easy to me.I like to very much to participated in this task.,just i guessing.,Wilson character was very good.I like our character.,75.0,20.0,12.0,40.0,12.0,60.0,,2.0,1.0,4.0,3.0,6.0,5.0,10.0,8,20.0,13.0,30.0,35,97.0,85.0,95.0,79.0,,94.0,,89.0,90.0,72.0,male,White,28.0,9.0,47.0,201.0,IA,14.774842198087814
171,A2KR0B9H93THZS:3XUHV3NRVLS6JJ4ONQFZ63DQVC7H5C,"Nothing else, thank you.",1.0,100.0,1.0,1.0,"The task was fun and engaging, but predicting Wilson's behavior was far too easy. In my trial, at least. Don't know if it was intentional or not, but if it wasn't then I think that the difficulty should be increased. What I did like was the interface of the task. Oh and nothing seemed odd to me.","Wilson's behavior was quite predictable in my case due to how greedy he was. At first I tried blindly guessing how much he would return, but after a while I realized that he's too greedy to share any money he got. After that things became easy.",He's greedy and unpleasant as he didn't return ANY money he got and no matter who he was dealing with. A very unpleasant individual.,100.0,20.0,10.0,20.0,20.0,20.0,20,2.0,1.0,2.0,2.0,2.0,2.0,10.0,5,10.0,10.0,10.0,10,70.0,9.0,70.0,84.0,,70.0,,51.0,41.0,1.0,female,Black,21.0,0.0,91.0,202.0,GR,2.025898078529657
172,A2KYOM2ZGYDJGT:3Z4GS9HPNW4ODYCVYA8KDA2S85S77H,"I enjoyed it, thanks",43.0,95.0,5.0,76.0,It was interesting. It became somewhat predictable after several rounds but it seems like there is some element of randomness in there too.,"seemed to take a minimum of $12 for himself every time, and beyond that, gave people back 1.5x their investment or so",too greedy. He'd make more money if he shared the profit more fairly,95.0,20.0,12.5,20.0,20.0,20.0,20,2.0,1.25,2.0,2.0,2.0,2.0,10.0,6.25,10.0,10.0,10.0,10,34.0,34.0,25.0,100.0,,100.0,,100.0,16.0,16.0,male,White,37.0,0.0,92.0,203.0,MO,10.85468300380581
173,A2L6B398BKTRZQ:3H7XDTSHKDLMW6OXZLKQB3E209BWGM,,2.0,100.0,1.0,1.0,Very engaged. Wasn't hard to predict his behavior at all. There were a couple outliers that were very strange when he would give a very large amount back to the person.,His history of payments. He ususally stayed between 0 and 5 dollars.,He is GREEDY,100.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,66.0,4.0,31.0,100.0,,100.0,,100.0,1.0,1.0,female,White,27.0,0.0,72.0,204.0,GR,8.066288406200687
174,A2LMQ4497NMK3S:36W0OB37HX84QXODUEMFV7KLW2MZHQ,None.,1.0,100.0,15.0,11.0,I was very engaged and found it somewhat easy to predict his behavior for lower amounts and harder for larger amounts. It was a very nice task.,I observed that his return was based on the total amount received from the bag. ,He is somewhat greedy and unfair.,100.0,40.0,20.0,40.0,20.0,40.0,40,4.0,2.0,4.0,2.0,4.0,4.0,20.0,10,20.0,10.0,20.0,20,69.0,39.0,64.0,100.0,,100.0,,82.0,28.0,14.0,male,White,36.0,10.0,54.0,206.0,MO,9.537037037037036
175,A2M18DZEPD1XGA:34V1S5K3GTV9NHMJUX1CLST286H69M,"You really don't need to make us poor workers click so much. We're clicking all day, getting carpal tunnel just to make a living.",34.0,76.0,26.0,32.0,"I was very engaged at first until I started getting it right almost all the time, around trial 20. Then it became somewhat of a chore clicking-clicking-clicking-clicking all the time just to get to the slider.","For most amounts he doubled the investment if the bag 2x'd or more, so I generally aimed for double. For smaller inputs he got closer to the actual result, so I put more than double as long as the result was that high. He never gave more than the bag put out, so that was a good limiting factor.",He's a user.,79.0,40.0,20.0,40.0,30.0,40.0,30,4.0,3.0,4.0,3.0,4.0,3.0,20.0,8,20.0,15.0,20.0,15,56.0,31.0,59.0,74.0,,82.0,,90.0,33.0,1.0,female,White,40.0,10.0,93.0,207.0,GA,4.9902534113060435
176,A2M45YGLOWMO4N:3H8DHMCCWA5SPMKP8H0FH7HA0EBDKU,,60.0,25.0,78.0,59.0,"Totally engaged, interesting task.",The person's avatar and how I thought Wilson should act.,Seems to be trustworthy.,37.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,35.0,55.0,96.0,99.0,,100.0,,100.0,64.0,90.0,male,White,41.0,5.0,47.0,209.0,IA,10.453332405086792
177,A2MKXI4KCRRI7Y:3Q5ZZ9ZEVP9DQ83VKMLTTQKRTK058N,,25.0,52.0,65.0,39.0,I thought Wilson behaved predictably.,Wilson's need for profit.,I think he's smart to withhold the full amount from people.,69.0,20.0,20.0,20.0,20.0,20.0,20,2.0,2.0,2.0,2.0,2.0,2.0,10.0,10,10.0,10.0,10.0,10,70.0,51.0,75.0,89.0,,73.0,,69.0,50.0,21.0,male,White,34.0,0.0,75.0,210.0,GA,17.076487515084008
178,A2ML0070M8FDK1:3CPLWGV3MPTHU2SBTENTN3FO3W6N9D,great way to analyze human behavior ,50.0,84.0,9.0,12.0,I enjoyed doing the task. It was fun.,the amount that was invested. Wilson seemed to double the investment on larger investments,greedy,96.0,40.0,15.0,40.0,20.0,40.0,30.00,4.0,1.0,4.0,2.0,4.0,3.0,20.0,8.00,20.0,10.0,20.0,15.00,79.0,20.0,95.0,100.0,,100.0,,100.0,59.0,1.0,female,White,59.0,0.0,93.0,211.0,GA,7.82772904483431
179,A2N2GFB33ZMYGF:3R2UR8A0IBAPDJALX9TKIV1B0YSOXG,None.,7.0,100.0,18.0,26.0,I was fully engaged. It was a little hard to predict the behavior. I liked learning the behavior and I did not like Wilson. I did not find anything odd. I tried to look at  the people he was giving little money back too.,If it was a low amount he always gave zero back. The amount is what I consider the most.,He is a jerk.,96.0,40.0,10.0,40.0,20.0,40.0,20,4.0,2.0,2.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,18.0,44.0,25.0,100.0,,79.0,,78.0,37.0,1.0,male,Black,36.0,0.0,34.0,212.0,IA,8.324398960363872
